Date,Open,High,Low,Close,Adj Close,Volume
2018-10-09,3626.659912,3660.159912,3614.489990,3622.260010,3622.260010,0
2018-10-10,3607.919922,3620.100098,3497.060059,3498.209961,3498.209961,0
2018-10-11,3488.560059,3515.159912,3406.409912,3429.520020,3429.520020,0
2018-10-12,3493.699951,3509.320068,3441.820068,3499.860107,3499.860107,0
2018-10-15,3488.030029,3498.649902,3454.209961,3463.790039,3463.790039,0
2018-10-16,3489.290039,3617.060059,3488.219971,3613.479980,3613.479980,0
2018-10-17,3604.919922,3612.139893,3556.169922,3608.560059,3608.560059,0
2018-10-18,3606.389893,3606.459961,3520.260010,3552.250000,3552.250000,0
2018-10-19,3564.459961,3591.770020,3493.419922,3496.929932,3496.929932,0
2018-10-22,3509.969971,3511.469971,3417.850098,3446.850098,3446.850098,0
2018-10-23,3401.000000,3470.110107,3354.649902,3432.270020,3432.270020,0
2018-10-24,3429.530029,3443.679932,3213.020020,3216.699951,3216.699951,0
2018-10-25,3216.760010,3311.090088,3187.659912,3272.979980,3272.979980,0
2018-10-26,3200.870117,3300.350098,3192.239990,3259.979980,3259.979980,0
2018-10-29,3315.820068,3321.899902,3167.879883,3225.350098,3225.350098,0
2018-10-30,3220.120117,3272.639893,3210.479980,3260.550049,3260.550049,0
2018-10-31,3290.620117,3316.399902,3262.620117,3275.659912,3275.659912,0
2018-11-01,3287.409912,3412.179932,3287.139893,3409.679932,3409.679932,0
2018-11-02,3434.159912,3464.040039,3371.370117,3401.189941,3401.189941,0
2018-11-05,3412.370117,3418.310059,3359.110107,3399.610107,3399.610107,0
2018-11-06,3404.510010,3435.879883,3396.570068,3412.760010,3412.760010,0
2018-11-07,3433.040039,3497.840088,3425.129883,3496.179932,3496.179932,0
2018-11-08,3488.649902,3504.870117,3457.330078,3461.840088,3461.840088,0
2018-11-09,3443.899902,3443.899902,3364.040039,3389.090088,3389.090088,0
2018-11-12,3385.000000,3386.709961,3277.209961,3284.969971,3284.969971,0
2018-11-13,3304.189941,3342.260010,3267.000000,3271.899902,3271.899902,0
2018-11-14,3295.669922,3300.530029,3192.159912,3206.639893,3206.639893,0
2018-11-15,3192.760010,3285.830078,3185.659912,3278.649902,3278.649902,0
2018-11-16,3264.679932,3317.139893,3253.100098,3304.189941,3304.189941,0
2018-11-19,3303.500000,3304.129883,3205.949951,3231.149902,3231.149902,0
2018-11-20,3209.449951,3248.780029,3174.959961,3211.850098,3211.850098,0
2018-11-21,3230.280029,3250.209961,3215.790039,3236.000000,3236.000000,0
2018-11-23,3210.969971,3291.959961,3209.820068,3251.080078,3251.080078,0
2018-11-26,3288.969971,3315.989990,3269.110107,3304.909912,3304.909912,0
2018-11-27,3277.679932,3302.209961,3257.459961,3293.270020,3293.270020,0
2018-11-28,3303.959961,3385.239990,3281.449951,3384.959961,3384.959961,0
2018-11-29,3363.050049,3409.350098,3360.540039,3379.399902,3379.399902,0
2018-11-30,3380.129883,3430.320068,3370.110107,3429.340088,3429.340088,0
2018-12-03,3485.830078,3507.469971,3448.399902,3473.399902,3473.399902,0
2018-12-04,3474.090088,3506.050049,3347.040039,3351.270020,3351.270020,0
2018-12-06,3299.830078,3364.780029,3272.300049,3364.199951,3364.199951,0
2018-12-07,3348.060059,3366.310059,3240.419922,3255.159912,3255.159912,0
2018-12-10,3262.129883,3278.820068,3188.830078,3269.800049,3269.800049,0
2018-12-11,3309.300049,3324.409912,3244.870117,3274.479980,3274.479980,0
2018-12-12,3307.979980,3351.659912,3302.439941,3316.979980,3316.979980,0
2018-12-13,3324.050049,3333.030029,3247.649902,3264.169922,3264.169922,0
2018-12-14,3235.770020,3255.010010,3197.639893,3204.219971,3204.219971,0
2018-12-17,3195.489990,3248.300049,3125.149902,3146.310059,3146.310059,0
2018-12-18,3170.050049,3172.929932,3053.770020,3088.000000,3088.000000,0
2018-12-19,3092.979980,3138.659912,2991.149902,3025.780029,3025.780029,0
2018-12-20,3017.760010,3029.250000,2939.409912,2969.770020,2969.770020,0
2018-12-21,2988.310059,2988.310059,2844.120117,2850.469971,2850.469971,0
2018-12-24,2827.489990,2878.030029,2801.139893,2816.540039,2816.540039,0
2018-12-26,2835.280029,2990.479980,2834.899902,2990.219971,2990.219971,0
2018-12-27,2939.879883,2989.010010,2878.780029,2988.010010,2988.010010,0
2018-12-28,3001.360107,3037.209961,2968.840088,2985.330078,2985.330078,0
2018-12-31,3007.979980,3049.419922,3003.870117,3043.620117,3043.620117,0
2019-01-02,2991.919922,3070.300049,2990.379883,3061.260010,3061.260010,0
2019-01-03,3145.300049,3151.270020,3069.719971,3071.679932,3071.679932,0
2019-01-04,3124.629883,3235.719971,3123.310059,3228.219971,3228.219971,0
2019-01-07,3269.590088,3356.820068,3268.260010,3335.040039,3335.040039,0
2019-01-08,3359.530029,3362.590088,3287.070068,3357.500000,3357.500000,0
2019-01-09,3368.699951,3398.090088,3360.469971,3379.209961,3379.209961,0
2019-01-10,3364.909912,3425.610107,3340.560059,3425.429932,3425.429932,0
2019-01-11,3408.620117,3432.159912,3396.689941,3428.669922,3428.669922,0
2019-01-14,3403.610107,3404.070068,3367.459961,3368.590088,3368.590088,0
2019-01-15,3376.550049,3435.709961,3372.409912,3434.860107,3434.860107,0
2019-01-16,3430.969971,3475.909912,3413.659912,3414.959961,3414.959961,0
2019-01-17,3406.620117,3472.600098,3406.510010,3452.909912,3452.909912,0
2019-01-18,3463.389893,3476.310059,3425.120117,3475.330078,3475.330078,0
2019-01-22,3448.479980,3449.060059,3398.689941,3416.270020,3416.270020,0
2019-01-23,3422.149902,3450.050049,3352.879883,3389.389893,3389.389893,0
2019-01-24,3389.389893,3402.139893,3372.449951,3391.169922,3391.169922,0
2019-01-25,3412.699951,3442.090088,3393.840088,3440.909912,3440.909912,0
2019-01-28,3400.919922,3409.489990,3356.580078,3370.699951,3370.699951,0
2019-01-29,3371.540039,3388.500000,3352.629883,3377.909912,3377.909912,0
2019-01-30,3365.959961,3404.409912,3335.100098,3402.719971,3402.719971,0
2019-01-31,3403.169922,3454.189941,3400.679932,3451.360107,3451.360107,0
2019-02-01,3451.330078,3474.050049,3435.149902,3469.510010,3469.510010,0
2019-02-04,3465.860107,3466.620117,3433.500000,3466.620117,3466.620117,0
2019-02-05,3461.080078,3497.199951,3447.030029,3462.020020,3462.020020,0
2019-02-06,3466.610107,3476.260010,3434.709961,3455.409912,3455.409912,0
2019-02-07,3431.050049,3431.100098,3356.070068,3369.310059,3369.310059,0
2019-02-08,3348.340088,3391.419922,3347.429932,3390.800049,3390.800049,0
2019-02-11,3405.250000,3411.489990,3383.370117,3408.280029,3408.280029,0
2019-02-12,3415.409912,3443.500000,3413.310059,3442.560059,3442.560059,0
2019-02-13,3455.229980,3473.219971,3444.270020,3452.000000,3452.000000,0
2019-02-14,3444.340088,3473.840088,3434.580078,3462.439941,3462.439941,0
2019-02-15,3480.270020,3521.429932,3476.239990,3520.689941,3520.689941,0
2019-02-19,3514.239990,3532.989990,3498.159912,3500.899902,3500.899902,0
2019-02-20,3504.149902,3510.719971,3462.149902,3492.790039,3492.790039,0
2019-02-21,3486.689941,3489.370117,3419.629883,3428.689941,3428.689941,0
2019-02-22,3438.550049,3483.889893,3431.330078,3482.399902,3482.399902,0
2019-02-25,3530.330078,3560.020020,3529.600098,3552.050049,3552.050049,0
2019-02-26,3539.070068,3561.510010,3527.149902,3537.620117,3537.620117,0
2019-02-27,3534.729980,3595.020020,3532.429932,3590.189941,3590.189941,0
2019-02-28,3556.889893,3567.590088,3528.070068,3543.409912,3543.409912,0
2019-03-01,3567.409912,3620.750000,3558.540039,3619.479980,3619.479980,0
2019-03-04,3641.479980,3646.159912,3539.010010,3584.100098,3584.100098,0
2019-03-05,3582.919922,3606.020020,3561.189941,3567.000000,3567.000000,0
2019-03-06,3564.439941,3565.310059,3453.489990,3454.949951,3454.949951,0
2019-03-07,3452.510010,3458.469971,3407.500000,3431.729980,3431.729980,0
2019-03-08,3395.989990,3418.870117,3384.290039,3414.129883,3414.129883,0
2019-03-11,3424.639893,3489.239990,3424.120117,3488.360107,3488.360107,0
2019-03-12,3498.260010,3532.620117,3491.709961,3515.030029,3515.030029,0
2019-03-13,3530.379883,3566.030029,3524.679932,3562.979980,3562.979980,0
2019-03-14,3567.389893,3577.669922,3536.290039,3548.000000,3548.000000,0
2019-03-15,3559.870117,3590.429932,3559.870117,3587.110107,3587.110107,0
2019-03-18,3592.729980,3611.310059,3559.409912,3579.219971,3579.219971,0
2019-03-19,3589.600098,3594.280029,3570.280029,3578.610107,3578.610107,0
2019-03-20,3577.209961,3588.780029,3532.770020,3553.830078,3553.830078,0
2019-03-21,3464.010010,3517.139893,3461.840088,3516.479980,3516.479980,0
2019-03-22,3501.000000,3507.479980,3398.209961,3399.139893,3399.139893,0
2019-03-25,3400.320068,3416.889893,3364.610107,3404.840088,3404.840088,0
2019-03-26,3429.280029,3467.159912,3429.219971,3465.459961,3465.459961,0
2019-03-27,3465.489990,3469.699951,3389.840088,3417.489990,3417.489990,0
2019-03-28,3429.199951,3454.330078,3417.120117,3439.070068,3439.070068,0
2019-03-29,3483.320068,3519.229980,3479.760010,3512.290039,3512.290039,0
2019-04-01,3539.629883,3544.530029,3510.820068,3517.179932,3517.179932,0
2019-04-02,3518.429932,3558.290039,3514.689941,3547.050049,3547.050049,0
2019-04-03,3566.120117,3574.139893,3540.590088,3565.070068,3565.070068,0
2019-04-04,3563.000000,3578.770020,3521.580078,3550.199951,3550.199951,0
2019-04-05,3563.489990,3614.989990,3563.489990,3614.149902,3614.149902,0
2019-04-08,3610.689941,3610.689941,3564.790039,3594.750000,3594.750000,0
2019-04-09,3579.479980,3582.169922,3530.310059,3536.689941,3536.689941,0
2019-04-10,3551.639893,3582.030029,3542.939941,3580.050049,3580.050049,0
2019-04-11,3586.689941,3586.830078,3505.770020,3514.189941,3514.189941,0
2019-04-12,3536.439941,3537.560059,3481.479980,3487.159912,3487.159912,0
2019-04-15,3494.340088,3500.229980,3442.689941,3470.909912,3470.909912,0
2019-04-16,3489.879883,3498.070068,3429.889893,3439.709961,3439.709961,0
2019-04-17,3447.459961,3449.260010,3285.459961,3301.540039,3301.540039,0
2019-04-18,3309.239990,3329.800049,3234.280029,3286.560059,3286.560059,0
2019-04-22,3285.610107,3308.429932,3263.070068,3287.370117,3287.370117,0
2019-04-23,3288.870117,3373.090088,3284.969971,3358.989990,3358.989990,0
2019-04-24,3366.379883,3366.379883,3312.090088,3318.169922,3318.169922,0
2019-04-25,3310.219971,3363.669922,3292.820068,3356.060059,3356.060059,0
2019-04-26,3358.399902,3375.729980,3332.909912,3374.250000,3374.250000,0
2019-04-29,3373.610107,3389.560059,3354.919922,3372.560059,3372.560059,0
2019-04-30,3377.699951,3381.929932,3312.939941,3343.000000,3343.000000,0
2019-05-01,3338.300049,3361.770020,3312.979980,3315.679932,3315.679932,0
2019-05-02,3313.739990,3345.469971,3292.320068,3333.090088,3333.090088,0
2019-05-03,3347.790039,3395.270020,3342.199951,3394.159912,3394.159912,0
2019-05-06,3333.889893,3426.489990,3331.139893,3422.719971,3422.719971,0
2019-05-07,3385.620117,3397.810059,3295.820068,3317.120117,3317.120117,0
2019-05-08,3306.399902,3343.169922,3286.570068,3320.739990,3320.739990,0
2019-05-09,3292.280029,3313.290039,3248.179932,3313.290039,3313.290039,0
2019-05-10,3294.729980,3309.719971,3240.830078,3299.770020,3299.770020,0
2019-05-13,3230.510010,3242.699951,3172.830078,3182.469971,3182.469971,0
2019-05-14,3198.320068,3242.399902,3188.760010,3224.110107,3224.110107,0
2019-05-15,3199.179932,3253.709961,3193.889893,3247.719971,3247.719971,0
2019-05-16,3261.689941,3306.020020,3261.159912,3282.080078,3282.080078,0
2019-05-17,3260.669922,3294.379883,3251.879883,3258.090088,3258.090088,0
2019-05-20,3234.739990,3236.110107,3209.370117,3212.080078,3212.080078,0
2019-05-21,3235.699951,3283.290039,3228.860107,3280.469971,3280.469971,0
2019-05-22,3268.500000,3299.659912,3245.189941,3287.090088,3287.090088,0
2019-05-23,3266.149902,3266.919922,3236.750000,3258.679932,3258.679932,0
2019-05-24,3275.879883,3302.939941,3265.669922,3274.810059,3274.810059,0
2019-05-28,3274.149902,3290.580078,3230.770020,3232.260010,3232.260010,0
2019-05-29,3210.649902,3217.500000,3179.090088,3199.020020,3199.020020,0
2019-05-30,3207.459961,3220.610107,3176.110107,3196.209961,3196.209961,0
2019-05-31,3162.040039,3172.899902,3137.669922,3139.229980,3139.229980,0
2019-06-03,3157.580078,3209.649902,3156.909912,3176.860107,3176.860107,0
2019-06-04,3208.679932,3243.510010,3188.959961,3242.830078,3242.830078,0
2019-06-05,3257.449951,3257.810059,3219.810059,3243.810059,3243.810059,0
2019-06-06,3244.889893,3255.139893,3204.010010,3207.070068,3207.070068,0
2019-06-07,3226.429932,3265.790039,3213.419922,3260.679932,3260.679932,0
2019-06-10,3269.129883,3281.449951,3243.689941,3244.959961,3244.959961,0
2019-06-11,3266.600098,3269.989990,3222.100098,3225.600098,3225.600098,0
2019-06-12,3229.439941,3249.120117,3214.830078,3248.439941,3248.439941,0
2019-06-13,3253.689941,3270.810059,3240.100098,3270.020020,3270.020020,0
2019-06-14,3266.449951,3274.020020,3232.860107,3235.969971,3235.969971,0
2019-06-17,3270.310059,3337.379883,3269.629883,3333.719971,3333.719971,0
2019-06-18,3360.750000,3395.649902,3351.840088,3376.300049,3376.300049,0
2019-06-19,3377.399902,3398.010010,3370.580078,3396.399902,3396.399902,0
2019-06-20,3431.360107,3457.790039,3398.080078,3414.679932,3414.679932,0
2019-06-21,3409.090088,3438.209961,3377.459961,3437.139893,3437.139893,0
2019-06-24,3429.709961,3430.629883,3360.649902,3361.729980,3361.729980,0
2019-06-25,3372.739990,3403.729980,3353.030029,3359.479980,3359.479980,0
2019-06-26,3366.330078,3370.639893,3315.209961,3323.139893,3323.139893,0
2019-06-27,3333.469971,3374.659912,3331.989990,3372.500000,3372.500000,0
2019-06-28,3380.550049,3430.219971,3377.570068,3427.989990,3427.989990,0
2019-07-01,3465.620117,3467.449951,3431.810059,3447.860107,3447.860107,210700
2019-07-02,3453.419922,3453.439941,3424.830078,3447.590088,3447.590088,202100
2019-07-03,3457.330078,3457.330078,3457.330078,3457.330078,3457.330078,133300
2019-07-05,3469.709961,3481.689941,3429.919922,3435.560059,3435.560059,207000
2019-07-08,3422.320068,3435.560059,3353.969971,3382.530029,3382.530029,223000
2019-07-09,3364.320068,3418.879883,3360.439941,3418.389893,3418.389893,178200
2019-07-10,3424.840088,3439.550049,3371.669922,3408.570068,3408.570068,163000
2019-07-11,3400.909912,3400.909912,3328.219971,3359.120117,3359.120117,157700
2019-07-12,3329.500000,3329.889893,3301.649902,3313.959961,3313.959961,149000
2019-07-15,3324.659912,3343.709961,3313.840088,3334.810059,3334.810059,141200
2019-07-16,3339.540039,3340.790039,3315.860107,3316.250000,3316.250000,152900
2019-07-17,3324.850098,3338.699951,3305.399902,3320.030029,3320.030029,172600
2019-07-18,3315.290039,3352.729980,3314.080078,3347.760010,3347.760010,180800
2019-07-19,3346.570068,3351.649902,3295.449951,3296.250000,3296.250000,192800
2019-07-22,3302.649902,3321.919922,3294.810059,3303.929932,3303.929932,0
2019-07-23,3312.090088,3319.280029,3293.629883,3309.750000,3309.750000,185100
2019-07-24,3308.820068,3322.540039,3276.620117,3321.659912,3321.659912,168800
2019-07-25,3318.699951,3320.469971,3274.409912,3276.469971,3276.469971,180500
2019-07-26,3285.409912,3309.310059,3275.699951,3308.320068,3308.320068,180000
2019-07-29,3323.709961,3325.620117,3281.830078,3311.469971,3311.469971,251300
2019-07-30,3299.810059,3345.379883,3290.320068,3343.969971,3343.969971,180400
2019-07-31,3342.370117,3372.610107,3300.679932,3322.419922,3322.419922,212100
2019-08-01,3338.860107,3397.060059,3322.629883,3344.169922,3344.169922,226400
2019-08-02,3326.699951,3335.260010,3279.020020,3300.939941,3300.939941,192000
2019-08-05,3260.870117,3260.870117,3189.139893,3212.909912,3212.909912,236200
2019-08-06,3233.100098,3265.310059,3199.989990,3263.429932,3263.429932,207000
2019-08-07,3236.620117,3279.139893,3203.280029,3269.060059,3269.060059,204500
2019-08-08,3278.020020,3331.409912,3276.530029,3328.070068,3328.070068,235000
2019-08-09,3302.959961,3332.510010,3268.820068,3312.820068,3312.820068,254500
2019-08-12,3298.280029,3314.510010,3265.840088,3275.649902,3275.649902,200200
2019-08-13,3268.879883,3340.280029,3267.879883,3314.090088,3314.090088,196400
2019-08-14,3262.939941,3282.889893,3232.189941,3232.889893,3232.889893,219300
2019-08-15,3241.939941,3251.100098,3212.120117,3227.270020,3227.270020,175600
2019-08-16,3248.250000,3301.989990,3246.020020,3299.179932,3299.179932,0
2019-08-19,3330.510010,3344.750000,3308.879883,3337.169922,3337.169922,0
2019-08-20,3326.550049,3337.139893,3293.439941,3296.550049,3296.550049,0
2019-08-21,3319.949951,3335.550049,3309.090088,3332.360107,3332.360107,0
2019-08-22,3336.889893,3337.429932,3273.030029,3300.879883,3300.879883,0
2019-08-23,3292.800049,3315.060059,3202.209961,3212.770020,3212.770020,0
2019-08-26,3243.060059,3247.520020,3222.820068,3241.820068,3241.820068,0
2019-08-27,3260.899902,3274.790039,3196.620117,3209.659912,3209.659912,0
2019-08-28,3197.649902,3253.229980,3192.929932,3233.459961,3233.459961,131400
2019-08-29,3261.120117,3270.500000,3237.080078,3257.040039,3257.040039,129100
2019-08-30,3260.209961,3261.560059,3216.110107,3234.620117,3234.620117,134900
2019-09-03,3219.879883,3235.439941,3165.219971,3174.040039,3174.040039,183600
2019-09-04,3199.270020,3199.580078,3152.520020,3180.879883,3180.879883,178700
2019-09-05,3203.489990,3228.570068,3183.800049,3218.760010,3218.760010,198400
2019-09-06,3221.080078,3238.899902,3208.050049,3212.330078,3212.330078,177700
2019-09-09,3219.429932,3219.429932,3173.780029,3196.320068,3196.320068,200900
2019-09-10,3181.800049,3237.110107,3160.969971,3236.909912,3236.909912,249800
2019-09-11,3242.989990,3292.209961,3241.300049,3292.209961,3292.209961,238600
2019-09-12,3293.469971,3300.429932,3259.330078,3270.179932,3270.179932,231100
2019-09-13,3279.010010,3303.020020,3270.979980,3275.510010,3275.510010,191200
2019-09-16,3267.219971,3308.209961,3261.090088,3301.520020,3301.520020,227700
2019-09-17,3294.040039,3311.209961,3279.189941,3303.800049,3303.800049,217100
2019-09-18,3298.290039,3298.320068,3246.489990,3276.469971,3276.469971,202000
2019-09-19,3283.340088,3308.679932,3277.840088,3286.659912,3286.659912,168100
2019-09-20,3285.570068,3324.179932,3284.159912,3312.739990,3312.739990,379900
2019-09-23,3310.520020,3317.389893,3282.729980,3283.530029,3283.530029,159200
2019-09-24,3293.540039,3293.679932,3198.360107,3214.189941,3214.189941,213300
2019-09-25,3216.479980,3227.459961,3194.479980,3206.340088,3206.340088,183300
2019-09-26,3206.879883,3206.879883,3130.250000,3143.010010,3143.010010,175400
2019-09-27,3152.139893,3178.010010,3102.810059,3117.320068,3117.320068,199700
2019-09-30,3126.520020,3150.229980,3111.449951,3127.719971,3127.719971,205800
2019-10-01,3130.959961,3158.889893,3072.100098,3076.560059,3076.560059,212100
2019-10-02,3061.300049,3070.449951,3018.250000,3052.820068,3052.820068,252300
2019-10-03,3051.469971,3104.929932,3035.810059,3104.929932,3104.929932,189800
2019-10-04,3114.090088,3134.219971,3083.979980,3129.790039,3129.790039,177100
2019-10-07,3122.330078,3149.060059,3117.550049,3125.280029,3125.280029,162700
2019-10-08,3097.179932,3104.580078,3060.449951,3063.159912,3063.159912,176200
2019-10-09,3089.780029,3093.260010,3068.290039,3070.510010,3070.510010,141100
2019-10-10,3078.699951,3113.810059,3075.489990,3111.709961,3111.709961,183700
2019-10-11,3142.159912,3175.159912,3141.330078,3150.560059,3150.560059,185800
2019-10-14,3146.939941,3187.870117,3142.620117,3162.219971,3162.219971,135500
2019-10-15,3176.739990,3227.360107,3176.570068,3220.189941,3220.189941,171800
2019-10-16,3212.310059,3231.689941,3211.520020,3214.270020,3214.270020,227200
2019-10-17,3228.820068,3247.830078,3226.409912,3238.610107,3238.610107,207900
2019-10-18,3236.320068,3247.639893,3192.120117,3213.879883,3213.879883,206600
2019-10-21,3240.040039,3265.350098,3222.389893,3263.439941,3263.439941,230800
2019-10-22,3340.850098,3364.860107,3308.679932,3309.800049,3309.800049,184600
2019-10-23,3309.580078,3340.620117,3300.189941,3318.300049,3318.300049,168700
2019-10-24,3328.149902,3328.149902,3302.159912,3320.050049,3320.050049,177500
2019-10-25,3286.629883,3325.110107,3278.500000,3314.919922,3314.919922,223400
2019-10-28,3322.489990,3367.070068,3320.260010,3361.500000,3361.500000,187900
2019-10-29,3364.090088,3395.530029,3359.500000,3377.840088,3377.840088,174300
2019-10-30,3380.370117,3385.250000,3357.780029,3380.159912,3380.159912,170900
2019-10-31,3372.510010,3378.280029,3347.020020,3369.610107,3369.610107,188900
2019-11-01,3394.600098,3450.179932,3391.739990,3448.590088,3448.590088,206800
2019-11-04,3467.300049,3471.739990,3436.510010,3437.760010,3437.760010,208300
2019-11-05,3446.560059,3456.850098,3431.860107,3437.620117,3437.620117,250000
2019-11-06,3435.850098,3435.850098,3398.070068,3400.629883,3400.629883,231800
2019-11-07,3415.159912,3422.199951,3395.250000,3401.389893,3401.389893,242400
2019-11-08,3390.229980,3469.699951,3383.209961,3469.610107,3469.610107,272300
2019-11-11,3459.199951,3460.379883,3438.659912,3455.199951,3455.199951,200300
2019-11-12,3457.899902,3496.000000,3451.610107,3469.520020,3469.520020,242300
2019-11-13,3455.429932,3490.360107,3439.909912,3472.780029,3472.780029,231400
2019-11-14,3467.000000,3472.250000,3421.560059,3451.659912,3451.659912,208600
2019-11-15,3468.860107,3502.669922,3465.500000,3502.669922,3502.669922,254000
2019-11-18,3501.959961,3505.810059,3473.820068,3496.090088,3496.090088,245000
2019-11-19,3517.239990,3571.540039,3517.239990,3560.830078,3560.830078,269200
2019-11-20,3546.149902,3597.979980,3544.979980,3581.050049,3581.050049,463300
2019-11-21,3582.780029,3592.129883,3556.860107,3590.370117,3590.370117,191300
2019-11-22,3602.250000,3626.729980,3585.500000,3621.040039,3621.040039,199300
2019-11-25,3660.389893,3714.909912,3660.060059,3713.280029,3713.280029,0
2019-11-26,3726.350098,3730.409912,3705.409912,3718.899902,3718.899902,356100
2019-11-27,3728.280029,3752.830078,3722.229980,3746.800049,3746.800049,209000
2019-11-29,3742.110107,3769.320068,3740.229980,3755.000000,3755.000000,158200
2019-12-02,3759.199951,3766.699951,3701.709961,3717.100098,3717.100098,268200
2019-12-03,3700.270020,3748.199951,3694.510010,3745.189941,3745.189941,282700
2019-12-04,3750.479980,3785.389893,3733.590088,3780.850098,3780.850098,248700
2019-12-05,3769.479980,3769.550049,3717.229980,3728.060059,3728.060059,333300
2019-12-06,3755.949951,3778.010010,3739.949951,3769.250000,3769.250000,240900
2019-12-09,3788.379883,3799.770020,3748.280029,3748.370117,3748.370117,324200
2019-12-10,3744.679932,3782.080078,3730.760010,3775.489990,3775.489990,0
2019-12-11,3779.479980,3794.780029,3745.030029,3750.949951,3750.949951,0
2019-12-12,3748.120117,3798.780029,3746.290039,3778.310059,3778.310059,0
2019-12-13,3782.469971,3823.090088,3766.729980,3779.989990,3779.989990,0
2019-12-16,3805.360107,3829.080078,3795.129883,3816.770020,3816.770020,0
2019-12-17,3821.469971,3821.760010,3782.870117,3799.689941,3799.689941,0
2019-12-18,3800.050049,3805.350098,3763.780029,3783.629883,3783.629883,0
2019-12-19,3795.139893,3803.919922,3769.570068,3802.850098,3802.850098,0
2019-12-20,3809.010010,3833.870117,3802.300049,3830.850098,3830.850098,434500
2019-12-23,3850.270020,3863.699951,3823.320068,3858.270020,3858.270020,0
2019-12-24,3858.850098,3878.909912,3849.610107,3878.909912,3878.909912,104600
2019-12-26,3878.879883,3882.129883,3845.879883,3851.510010,3851.510010,169300
2019-12-27,3862.510010,3862.600098,3807.790039,3815.649902,3815.649902,182700
2019-12-30,3817.159912,3820.770020,3762.020020,3773.080078,3773.080078,179400
2019-12-31,3762.489990,3791.560059,3758.639893,3786.540039,3786.540039,0
2020-01-02,3806.179932,3806.239990,3739.090088,3763.050049,3763.050049,209500
2020-01-03,3702.370117,3740.379883,3701.090088,3715.300049,3715.300049,200400
2020-01-06,3690.590088,3743.429932,3677.159912,3743.429932,3743.429932,207100
2020-01-07,3743.649902,3756.629883,3708.169922,3745.149902,3745.149902,208100
2020-01-08,3744.080078,3795.879883,3736.969971,3778.810059,3778.810059,214000
2020-01-09,3801.620117,3818.139893,3787.489990,3799.750000,3799.750000,217100
2020-01-10,3809.100098,3828.169922,3782.909912,3786.179932,3786.179932,266400
2020-01-13,3783.540039,3783.540039,3712.979980,3741.219971,3741.219971,265800
2020-01-14,3735.370117,3819.229980,3721.879883,3807.689941,3807.689941,258400
2020-01-15,3808.979980,3846.899902,3808.669922,3824.860107,3824.860107,247700
2020-01-16,3846.469971,3859.560059,3819.550049,3840.389893,3840.389893,225100
2020-01-17,3856.729980,3857.010010,3815.939941,3827.070068,3827.070068,219000
2020-01-21,3821.040039,3829.060059,3786.290039,3789.540039,3789.540039,257300
2020-01-22,3805.110107,3818.989990,3781.389893,3783.820068,3783.820068,0
2020-01-23,3775.100098,3775.260010,3726.870117,3756.030029,3756.030029,230800
2020-01-24,3771.719971,3773.350098,3654.500000,3669.080078,3669.080078,262600
2020-01-27,3611.129883,3666.979980,3602.399902,3644.959961,3644.959961,340200
2020-01-28,3681.169922,3699.479980,3665.310059,3689.040039,3689.040039,203600
2020-01-29,3696.580078,3705.699951,3683.300049,3685.060059,3685.060059,0
2020-01-30,3656.060059,3669.800049,3608.419922,3631.399902,3631.399902,186100
2020-01-31,3620.199951,3621.689941,3541.600098,3574.439941,3574.439941,206300
2020-02-03,3623.570068,3647.790039,3614.729980,3640.760010,3640.760010,229400
2020-02-04,3691.159912,3736.030029,3689.219971,3727.110107,3727.110107,197800
2020-02-05,3763.959961,3880.340088,3757.989990,3821.629883,3821.629883,243500
2020-02-06,3857.000000,3859.340088,3812.979980,3846.090088,3846.090088,206500
2020-02-07,3837.399902,3840.659912,3802.600098,3816.399902,3816.399902,230500
2020-02-10,3805.360107,3857.610107,3803.070068,3856.389893,3856.389893,209000
2020-02-11,3871.810059,3882.199951,3848.280029,3853.229980,3853.229980,191700
2020-02-12,3863.320068,3869.429932,3835.729980,3860.919922,3860.919922,220800
2020-02-13,3845.550049,3856.409912,3828.419922,3830.360107,3830.360107,202500
2020-02-14,3838.260010,3849.760010,3813.659912,3843.040039,3843.040039,220600
2020-02-18,3850.739990,3850.959961,3820.300049,3849.969971,3849.969971,187400
2020-02-19,3866.260010,3890.129883,3858.629883,3879.560059,3879.560059,195000
2020-02-20,3877.030029,3877.120117,3812.939941,3867.959961,3867.959961,0
2020-02-21,3864.419922,3879.030029,3838.889893,3864.679932,3864.679932,213000
2020-02-24,3792.689941,3795.250000,3722.489990,3761.860107,3761.860107,295200
2020-02-25,3795.100098,3800.169922,3660.090088,3674.169922,3674.169922,366500
2020-02-26,3698.919922,3754.850098,3683.830078,3719.280029,3719.280029,350600
2020-02-27,3681.459961,3709.919922,3564.129883,3565.840088,3565.840088,433600
2020-02-28,3450.600098,3587.389893,3446.989990,3585.270020,3585.270020,396200
2020-03-02,3610.010010,3749.050049,3588.040039,3749.050049,3749.050049,384000
2020-03-03,3720.639893,3784.770020,3605.149902,3655.590088,3655.590088,402000
2020-03-04,3717.469971,3822.149902,3699.139893,3822.139893,3822.139893,408800
2020-03-05,3731.310059,3825.610107,3723.550049,3757.000000,3757.000000,409600
2020-03-06,3656.620117,3721.909912,3642.209961,3710.879883,3710.879883,591100
